Title,Subtitle,Price,Location
"Sowparnika Rhythm of Rain
NEW BOOKING","1, 2, 3 BHK Apartment in Whitefield, Bangalore","1 BHK Apartment
₹50.5 - 51.24 L
2 BHK Apartment
₹90 L - 1.11 Cr
3 BHK Apartment
₹1.16 - 1.55 Cr","Nearby :
National Highway 648
The Rising International School
+3"
"Vertex Vista
NEW BOOKING","3, 4 BHK Villa in Varthur, Bangalore","3 BHK Villa
₹1.68 - 1.72 Cr
4 BHK Villa
₹1.77 - 2.24 Cr","Nearby :
Pratham International School
Manipal Hospital Varthur Road
+3"
"Sobha Madison Heights
NEW BOOKING","2, 3, 4 BHK Apartment in Electronic City, Bangalore","2 BHK Apartment
₹1.65 - 1.8 Cr
3 BHK Apartment
₹2 - 2.46 Cr
4 BHK Apartment
₹2.94 - 3.74 Cr","Nearby :
Sri Sai Hospitals
SVVN PU College
+3"
"Bren Aspera
NEW BOOKING","3 BHK Apartment in Budigere Cross, Bangalore","3 BHK Apartment
₹1.41 - 1.58 Cr","Nearby :
S.N Hospital
Paripoorna Prajna International School
+3"
"Goyal Orchid Salisbury
3.8
NEW BOOKING","1, 2, 3 BHK Apartment in Thanisandra, Bangalore","1 BHK Apartment
₹1.04 Cr
2 BHK Apartment
₹1.1 - 1.44 Cr
3 BHK Apartment
₹1.67 - 1.97 Cr","Nearby :
Federal Public School
Sreeva hospital
+3"
"Meridian Park at The Prestige City
3.6
NEW BOOKING","2, 3 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.74 - 2.16 Cr
3 BHK Apartment
₹1.94 - 2.7 Cr","Nearby :
Forum The Prestige City
Ambalipura - Sarjapur Road
+3"
"Arvind Skycrest
NEW BOOKING","2, 3, 4 BHK Apartment in Gottigere, Bannerghatta Road","2 BHK Apartment
₹1.24 - 1.62 Cr
3 BHK Apartment
₹1.7 - 1.84 Cr
4 BHK Apartment
₹2.08 - 2.14 Cr","Nearby :
Kalena Agrahara Metro Station
Radcliffe International School
+3"
"KHB Suryanagar Phase 3
NEW BOOKING","Land in Attibele, Bangalore","Land
₹60 L","Nearby :
St. Philomena's
Athreya Hospital
+3"
"Sobha Neopolis
NEW BOOKING","3, 4 BHK Apartment in Panathur, Bangalore","3 BHK Apartment
₹2.33 - 3.2 Cr
4 BHK Apartment
₹3.5 Cr","Nearby :
Sarah Montessori School
SH 35
+3"
"DSR Parkway
NEW BOOKING","2, 3 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.29 - 1.57 Cr
3 BHK Apartment
₹1.54 - 1.9 Cr","Nearby :
Carmel Convent School
Marathahalli - Sarjapur Rd
+3"
"Adithi Elysian
NEW BOOKING","2, 3 BHK Apartment in Varthur, Bangalore","2 BHK Apartment
₹89.8 L - 1.14 Cr
3 BHK Apartment
₹1.31 - 1.46 Cr","Nearby :
New Horizon Gurukul
Amrita Vishwa Vidyapeetam University
+3"
"Brigade Avalon
NEW BOOKING","3, 4 BHK Apartment in Whitefield, Bangalore","3 BHK Apartment
₹3.72 - 4.54 Cr
4 BHK Apartment
₹6.67 - 8.16 Cr","Nearby :
State Highway 35
Manipal Hospital, Varthur Road
+3"
"Folium By Sumadhura Phase 2
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹1.88 - 2.38 Cr
3 BHK Apartment
₹2.16 - 3.38 Cr
4 BHK Apartment
₹2.71 - 3.77 Cr","Nearby :
Nexus Whitefield
Jain University
+3"
"Brigade Citrine
NEW BOOKING","3, 4 BHK Apartment in Budigere Cross, Bangalore","3 BHK Apartment
₹2.07 - 2.36 Cr
4 BHK Apartment
₹2.87 - 2.91 Cr","Nearby :
One World International School
South East Asian College
+3"
"Lodha Mirabelle
NEW BOOKING","2, 3, 4 BHK Apartment in Hebbal, Bangalore","2 BHK Apartment
₹1.49 Cr
3 BHK Apartment
₹3 - 4.32 Cr
4 BHK Apartment
₹4.6 - 5.43 Cr","Nearby :
Nagavara Metro Station
National Highway 44
+3"
"DSR Evoq
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹1.23 Cr
3 BHK Apartment
₹1.51 - 1.92 Cr
4 BHK Apartment
₹2.36 Cr","Nearby :
MVJ College of Engineering
Whitefield Global School
+3"
"The Icon Eden
NEW BOOKING","Land in Hoskote, Bangalore","Land
₹87 L - 1.52 Cr","Nearby :
Eqube International School
Ovum Hospital
+3"
"L&T Raintree Boulevard
4.0
NEW BOOKING","3, 4 BHK Apartment in Hebbal, Bangalore","3 BHK Apartment
₹2.4 - 3.76 Cr
4 BHK Apartment
₹3.53 - 4.28 Cr","Nearby :
University of Agricultural Sciences
Vivekananda ORCHIDS The Int School
+3"
"Guru Punvaanii Exotica
NEW BOOKING","Land in Anekal, Bangalore","Land
₹46.5 - 77.84 L","Nearby :
SSV School
Vishwa Chethana College
+3"
"Bren Park City
NEW BOOKING","1, 3 BHK Apartment in Hulimangala, Bangalore","1 BHK Apartment
₹73.03 L
3 BHK Apartment
₹1.41 - 1.43 Cr","Nearby :
SERENE INTERNATIONAL SCHOOL
National Highway 48
+3"
"Sobha Ayana
NEW BOOKING","3 BHK Apartment in Balagere, Near Panathur, Bangalore","3 BHK Apartment
₹2.01 - 2.32 Cr","Nearby :
NPS Marathahalli
Ashirvad hospital
+3"
"Bhartiya Garden Enclave
NEW BOOKING","1, 2, 3, 4 BHK Apartment in Thanisandra Main Road, Bangalore North","1 BHK Apartment
₹96 L
2 BHK Apartment
₹1.4 - 1.68 Cr
3 BHK Apartment
₹2.1 - 2.62 Cr
4 BHK Apartment
₹3.08 Cr","Nearby :
Delhi Public School
KNS Institute of Technology
+3"
"Puravankara Purva Park Hill
NEW BOOKING","2, 3 BHK Apartment in Mallasandra, Near Kanakpura Road, Bangalore","2 BHK Apartment
₹2.94 Cr
3 BHK Apartment
₹2.55 - 2.82 Cr","Nearby :
Sri Kumaran Public School
Silicon City Pre University
+3"
"Brigade El Dorado
3.8
NEW BOOKING","1, 2, 3 BHK Apartment in Bagalur, Bangalore","1 BHK Apartment
₹59.14 - 78.32 L
2 BHK Apartment
₹83.99 L - 1.11 Cr
3 BHK Apartment
₹1.1 - 1.77 Cr","Nearby :
St. Francis School
Bhartiya Mall Of Bengaluru
+3"
"Provident Sunworth City
4.2
NEW BOOKING","2, 3 BHK Apartment in Mysore Road, Bangalore","2 BHK Apartment
₹73.54 L
3 BHK Apartment
₹83.72 L - 1.38 Cr","Nearby :
Marigold International School
ACS College of Engineering
+3"
"Ramsons East Park Residences
NEW BOOKING","2, 3, 4 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.12 - 1.59 Cr
3 BHK Apartment
₹1.94 - 2.57 Cr
4 BHK Apartment
₹2.51 - 2.79 Cr","Nearby :
Karmelaram Railway Station
Play Arena
+3"
"Guru Punvaanii EKA
NEW BOOKING","Land in Anekal, Bangalore","Land
₹43.8 - 87.6 L","Nearby :
Sai Ram Engineering College
Baldwin International Res School
+3"
"Brigade Horizon
NEW BOOKING","2, 3, 4 BHK Apartment in Mysore Road, Bangalore","2 BHK Apartment
₹94.95 L - 1 Cr
3 BHK Apartment
₹1.37 Cr
4 BHK Apartment
₹2.49 Cr","Nearby :
Christ Kengeri Campus
Mysore Road (NH 275)
+3"
"Ranka Ankura
NEW BOOKING","2, 3, 4 BHK Apartment in Thanisandra, Bangalore","2 BHK Apartment
₹1.23 Cr
3 BHK Apartment
₹1.43 - 1.62 Cr
4 BHK Apartment
₹2 Cr","Nearby :
Golden Chariot Public School
Reva University
+3"
"Embassy Greenshore
NEW BOOKING","2, 3, 4 BHK Apartment in Devanahalli, Bangalore","2 BHK Apartment
₹1.15 Cr
3 BHK Apartment
₹1.75 - 1.84 Cr
4 BHK Apartment
₹2.2 - 2.9 Cr","Nearby :
M. S. Engineering College
Prestige Tech Cloud Business Park
+3"
"SBR Global Queens Ville
NEW BOOKING","2, 3 BHK Apartment in Mysore Road, Bangalore","2 BHK Apartment
₹81.04 - 94.53 L
3 BHK Apartment
₹1.62 - 1.88 Cr","Nearby :
Bangalore Mysore Road
St.Benedict's Academy
+3"
"Purva Atmosphere
NEW BOOKING","3 BHK Apartment in Thanisandra Main Road, Bangalore North","3 BHK Apartment
₹2.47 - 2.95 Cr","Nearby :
Thanisandra Main Road
Elements Mall
+3"
"Elegant Tranquility
NEW BOOKING","2, 3, 4 BHK Apartment in Rajarajeshwari Nagar, Bangalore","2 BHK Apartment
₹1.2 - 1.44 Cr
3 BHK Apartment
₹1.76 - 2.55 Cr
4 BHK Apartment
₹2.04 - 2.31 Cr","Nearby :
Lalith Castle International School
NH 275
+3"
"Provident Ecopolitan
NEW BOOKING","1, 2, 3 BHK Apartment in Gummanahalli, Near Bagalur, Bangalore","1 BHK Apartment
₹78.32 L
2 BHK Apartment
₹1.21 Cr
3 BHK Apartment
₹1.41 - 1.56 Cr","Nearby :
Jawahar Navodaya Vidyalaya
CMR University Lakeside Campus
+3"
"Falcon by BHP Housing
NEW BOOKING","2, 3 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹70 - 71.38 L
3 BHK Apartment
₹80.33 - 80.71 L","Nearby :
Oakridge International School
Swastic Hospital
+3"
"Casagrand Casablanca
NEW BOOKING","2, 3, 4, 5 BHK Apartment in Kanakapura Road, Bangalore","2 BHK Apartment
₹1.2 - 1.82 Cr
3 BHK Apartment
₹1.64 Cr
4 BHK Apartment
₹2.37 Cr
5 BHK Apartment
₹3.37 Cr","Nearby :
Hastam Montessori
Fortis Hospital
+3"
"Euphoria in The East
NEW BOOKING","2, 3 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹81.08 - 97.19 L
3 BHK Apartment
₹1.14 - 1.51 Cr","Nearby :
NH648
Winmore Academy
+3"
"Birla Evara
NEW BOOKING","1, 2, 3, 4 BHK Apartment in Sarjapur Road, Bangalore","1 BHK Apartment
₹67.45 L - 1.32 Cr
2 BHK Apartment
₹1.5 - 1.76 Cr
3 BHK Apartment
₹1.86 - 2.38 Cr
4 BHK Apartment
₹3.03 - 3.08 Cr","Nearby :
Wipro Technologies
Karmelaram Railway Station
+3"
"Assetz Ren and Rei
NEW BOOKING","3 BHK Apartment in Hosa Road, Bangalore","3 BHK Apartment
₹1.84 - 1.87 Cr","Nearby :
Siddhanta Intellectual School
PES University
+3"
"DNR Parklink
NEW BOOKING","2, 3, 4 BHK Apartment in Hennur Road, Bangalore","2 BHK Apartment
₹1.32 - 1.35 Cr
3 BHK Apartment
₹1.43 - 2.03 Cr
4 BHK Apartment
₹2.42 Cr","Nearby :
Aadya Academy The World School
Bhartiya Mall Of Bengaluru
+3"
"Svamitva Soul Spring
NEW BOOKING","1, 2, 3, 4 BHK Apartment in HSR Layout, Bangalore","1 BHK Apartment
₹1.32 Cr
2 BHK Apartment
₹1.82 - 2.6 Cr
3 BHK Apartment
₹2.56 - 4.01 Cr
4 BHK Apartment
₹3.61 - 4.3 Cr","Nearby :
Atal Bihari Vajpayee Stadium
Hustlehub Tech Park
+3"
"Brigade Calista
NEW BOOKING","2, 3 BHK Apartment in Budigere Cross, Bangalore","2 BHK Apartment
₹1.38 - 1.45 Cr
3 BHK Apartment
₹1.63 - 2.09 Cr","Nearby :
New Baldwin International School
Orion UPTOWN Mall
+3"
"SSVR Meridian
NEW BOOKING","3 BHK Apartment in Varthur, Bangalore","3 BHK Apartment
₹1.36 - 1.61 Cr","Nearby :
ORCHIDS The International School
SH 35
+3"
"The Earthscape by Bricks and Milestones
NEW BOOKING","3, 4 BHK Apartment in Varthur, Bangalore","3 BHK Apartment
₹2.01 - 2.54 Cr
4 BHK Apartment
₹2.88 - 3.6 Cr","Nearby :
Krupanidhi College of Pharmacy
KIDZTOPIAA
+3"
"Comfort Heights
NEW BOOKING","2, 3 BHK Apartment in Doddakallasandra, Kanakapura Road","2 BHK Apartment
₹2.47 Cr
3 BHK Apartment
₹2.69 - 3.14 Cr",NA
"Prestige Camden Gardens
NEW BOOKING","3, 4 BHK Apartment in Thanisandra, Bangalore","3 BHK Apartment
₹2.29 - 3.12 Cr
4 BHK Apartment
₹3.96 Cr","Nearby :
Wisdom Montfort International School
Reva University
+3"
"Sarang by Sumadhura
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹1.59 Cr
3 BHK Apartment
₹1.98 - 2.4 Cr
4 BHK Apartment
₹2.59 - 3.13 Cr","Nearby :
NH 75
Great International School
+3"
"TG Legacy
NEW BOOKING","2, 3 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.03 Cr
3 BHK Apartment
₹1.18 - 1.35 Cr","Nearby :
Primus International School
Cloudnine Hospital
+3"
"Adarsh Tropica
NEW BOOKING","2, 3 BHK Apartment in Chikkanayakanahalli, Near Sarjapur Road, Bangalore","2 BHK Apartment
₹1.05 - 2.46 Cr
3 BHK Apartment
₹1.68 - 2.9 Cr","Nearby :
Primus Public School
Centro Mall
+3"
"Baldota Thumbprint
NEW BOOKING","4 BHK Villa, Land in Vidyaranyapura, Bangalore","4 BHK Villa
₹3.99 Cr
Land
₹1.39 - 1.74 Cr","Nearby :
Aveksha Hospital
Kodigehalli Station
+3"
"Daintree by Mana
NEW BOOKING","4 BHK Villa in Volagerekallahalli, Bangalore","4 BHK Villa
₹1.39 - 3.53 Cr","Nearby :
SH 35, Choudadenahalli
Oakridge International School Bangalore
+3"
"Konig North County
NEW BOOKING","4 BHK Villa in Devanahalli, Bangalore","4 BHK Villa
₹2.46 - 3.21 Cr","Nearby :
Vidyashilp University
Stonehill International School
+3"
"Goyal Orchid Life
NEW BOOKING","2, 3 BHK Apartment in Varthur, Bangalore","2 BHK Apartment
₹97.32 L - 1.5 Cr
3 BHK Apartment
₹1.76 - 2.24 Cr","Nearby :
Government High School
ICFAI University
+3"
"Brigade Valencia
3.6
NEW BOOKING","1, 2, 3, 4 BHK Apartment in Electronic City, Bangalore","1 BHK Apartment
₹72.78 L
2 BHK Apartment
₹1.25 - 1.39 Cr
3 BHK Apartment
₹1.64 - 1.88 Cr
4 BHK Apartment
₹2.85 - 3.44 Cr","Nearby :
Mazumdar Shaw Medical Center
National Highway 48
+3"
"Tranqville By MH
NEW BOOKING","Land in Nandi Hills, Chikkaballapur, Bangalore","Land
₹30 L - 1.07 Cr","Nearby :
Gitanjali International School
Prestige Golfshire Club
+3"
"Bhartiya Garden Estate
NEW BOOKING","1, 2, 3, 4 BHK Apartment, 1 RK Studio Apartment in Sadahalli, Devanahalli","1 BHK Apartment
₹81 L - 1.29 Cr
2 BHK Apartment
₹1.1 - 1.37 Cr
3 BHK Apartment
₹1.64 - 2.1 Cr
4 BHK Apartment
₹2.35 - 2.43 Cr","Nearby :
Ryan International School
IIBS Bengaluru Airport Campus
+3"
"Anahata
NEW BOOKING","2, 3 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹96.6 L - 1.02 Cr
3 BHK Apartment
₹1.23 - 1.44 Cr","Nearby :
Bangalore International Academy
Sri Narayana Hospital
+3"
"Abhee Aaria
NEW BOOKING","3, 4 BHK Apartment in Varthur, Bangalore","3 BHK Apartment
₹1.79 - 1.88 Cr
4 BHK Apartment
₹2.67 Cr","Nearby :
Nexus Whitefield
The Grandeur International School
+3"
"DS MAX SKYFIELDS
NEW BOOKING","2, 3 BHK Apartment in Samethanahalli, Near Whitefield, Bangalore","2 BHK Apartment
₹74.57 - 83.28 L
3 BHK Apartment
₹90.22 L - 1.3 Cr","Nearby :
Nurture International School
GR Hospital
+3"
"Total Environment In That Quiet Earth
NEW BOOKING","2, 3, 4 BHK Apartment in Hennur Road, Bangalore","2 BHK Apartment
₹1.5 Cr
3 BHK Apartment
₹2.85 - 5.43 Cr
4 BHK Apartment
₹3.9 - 4.24 Cr","Nearby :
Legacy School
Kriyashila Hospitals
+3"
"Nandi Meraki
NEW BOOKING","2, 3 BHK Apartment in Nobel Residency, Begur Road","2 BHK Apartment
₹95.83 L - 1.42 Cr
3 BHK Apartment
₹1.44 - 1.74 Cr","Nearby :
Royal Meenakshi Mall
Atal Bihari Vajapayee Stadium
+3"
"M The Breeze Way
NEW BOOKING","2, 3, 4 BHK Apartment in JP Nagar, Bangalore","2 BHK Apartment
₹1.23 Cr
3 BHK Apartment
₹1.58 Cr
4 BHK Apartment
₹2.19 Cr","Nearby :
Skalvi International School
Anand Multispeciality Hospital
+3"
"Godrej Lakeside Orchard
NEW BOOKING","2, 3, 4 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.64 - 1.72 Cr
3 BHK Apartment
₹2.04 - 3.05 Cr
4 BHK Apartment
₹3.59 - 3.62 Cr","Nearby :
Srishti Montessori School
Belenus Champion Hospital
+3"
"Brigade Sanctuary
NEW BOOKING","3, 4 BHK Apartment in Chikkavaderapura, Near Varthur, Bangalore","3 BHK Apartment
₹1.99 - 2.84 Cr
4 BHK Apartment
₹3.49 Cr","Nearby :
State Highway 35
Oakridge International School Bangalore
+3"
"Soho By Bren
NEW BOOKING","2, 3 BHK Apartment in Talaghattapura, Kanakapura Road","2 BHK Apartment
₹1.2 Cr
3 BHK Apartment
₹1.42 - 1.7 Cr","Nearby :
Silk Institute Metro Station
KSIT
+3"
"Brigade Oasis
NEW BOOKING","Land in Devanahalli, Bangalore","Land
₹90 L - 1.8 Cr","Nearby :
JVM Inn
GameDrive Park
+3"
"Casagrand Zaiden
NEW BOOKING","2, 3 BHK Apartment in Kanakapura Road, Bangalore","2 BHK Apartment
₹1.26 - 1.3 Cr
3 BHK Apartment
₹1.35 - 1.7 Cr","Nearby :
NICE Ring Road
Silk Institute Metro Station
+3"
"PSR Vanasree
NEW BOOKING","2, 3 BHK Apartment in Kodathi, Near Sarjapur Road, Bangalore","2 BHK Apartment
₹1.02 - 1.13 Cr
3 BHK Apartment
₹1.24 - 1.38 Cr","Nearby :
Primus Public School
Belenus Champion Hospital
+3"
"TVS Emerald Cascadia
NEW BOOKING","3, 4 BHK Apartment in Sudhama Nagar, Mission Road, Bangalore","3 BHK Apartment
₹6.01 Cr
4 BHK Apartment
₹7.6 - 10.45 Cr","Nearby :
Kempegowda International Airport
Cambridge High School
+3"
"Sobha Victoria Park
NEW BOOKING","2, 3 BHK Apartment in Kyalasanahalli, Near Hennur Road, Bangalore","2 BHK Apartment
₹1.83 - 1.86 Cr
3 BHK Apartment
₹3.06 - 3.15 Cr","Nearby :
Bangalore International School
Kristu Jayanti College
+3"
"Purva Orient Grand
NEW BOOKING","3, 4 BHK Apartment in Sudhama Nagar, Mission Road, Bangalore","3 BHK Apartment
₹5.43 - 6.17 Cr
4 BHK Apartment
₹5.89 - 9.16 Cr","Nearby :
St Josephs College PG Block
Cambridge School
+3"
"Prestige Waterford
3.9
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹2.56 - 2.86 Cr
3 BHK Apartment
₹3.07 - 3.55 Cr
4 BHK Apartment
₹3.6 - 3.64 Cr","Nearby :
Prajval Vidyanikethan School
Garden City University
+3"
"Abhee Celestial City
NEW BOOKING","2, 3 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.31 Cr
3 BHK Apartment
₹1.55 - 1.94 Cr","Nearby :
RGA Techpark
Global Indian International
+3"
"DS MAX SkyShlokam
NEW BOOKING","2, 3 BHK Apartment in Yerthiganahalli, Bangalore","2 BHK Apartment
₹79.2 - 91.95 L
3 BHK Apartment
₹1.07 - 1.09 Cr","Nearby :
Kempegowda International Airport
MVM School
+3"
"NBR Soul of the Seasons
NEW BOOKING","3 BHK Apartment in Sarjapur Road, Bangalore","3 BHK Apartment
₹1.64 - 2.07 Cr","Nearby :
Greenwood International School
New Horizon College of Engineering
+3"
"Disha Harmony Gardens
NEW BOOKING","2, 3 BHK Apartment in Hennur Road, Bangalore","2 BHK Apartment
₹1.22 Cr
3 BHK Apartment
₹1.45 - 1.7 Cr","Nearby :
ORCHIDS The International School
Cratis Hospital
+3"
"Vanshikas Natures Harmony
NEW BOOKING","3, 4 BHK Apartment in Kanakapura Road, Bangalore","3 BHK Apartment
₹1.45 - 1.99 Cr
4 BHK Apartment
₹2.56 - 4.29 Cr","Nearby :
Jayadev Memorial
Yashasvi Intl. School
+3"
"Ashraya Meadows
NEW BOOKING","2, 3 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹74.29 - 80.18 L
3 BHK Apartment
₹89.78 - 90.16 L","Nearby :
Hoodi Halt Railway Station
Nexus Shantiniketan Mall
+3"
"Dishahabitat Disha Symphony Heights
NEW BOOKING","2, 3 BHK Apartment in Kyalasanahalli, Bommasandra","2 BHK Apartment
₹1.22 Cr
3 BHK Apartment
₹1.45 Cr","Nearby :
Ekya School
Manipal Hospital
+1"
"SLV Brindavan
NEW BOOKING","2, 3 BHK Apartment in Hoskote, Bangalore","2 BHK Apartment
₹64.05 - 88.54 L
3 BHK Apartment
₹74.77 L - 1.24 Cr","Nearby :
Whitfield Railway Station
Whitfield Metro Station
+3"
"Sattva Springs
NEW BOOKING","4 BHK Villa in Kanakapura Road, Bangalore","4 BHK Villa
₹4.51 - 6.54 Cr","Nearby :
DSATM
Sri Sri Ayurveda Hospital
+3"
"Bhartiya City Nikoo Homes 6
4.1
NEW BOOKING","2, 3, 4 BHK Apartment in Kogilu, Near Yelahanka, Bangalore","2 BHK Apartment
₹1.2 - 1.79 Cr
3 BHK Apartment
₹1.28 - 2.64 Cr
4 BHK Apartment
₹2.74 - 3.17 Cr","Nearby :
Wipram Biotech
Mamta department store
+3"
"Mahindra Zen
NEW BOOKING","3, 4 BHK Apartment in Begur, Bangalore","3 BHK Apartment
₹2.25 - 2.5 Cr
4 BHK Apartment
₹2.84 Cr","Nearby :
PES University
BGS National Public School
+3"
"Monarch Aqua
NEW BOOKING","2, 3, 4 BHK Apartment in KR Puram, Bangalore","2 BHK Apartment
₹1.16 - 1.43 Cr
3 BHK Apartment
₹1.43 - 1.8 Cr
4 BHK Apartment
₹2.85 Cr","Nearby :
Fantasy Park
Amara Jyothi Public School
+3"
"Konig Pearl County
NEW BOOKING","4 BHK Villa in Sadahalli, Devanahalli","4 BHK Villa
₹3.04 - 3.98 Cr","Nearby :
Club Cabana Amusement Park
Prestige Tech Cloud
+3"
"DS MAX SkySanman
NEW BOOKING","2, 3 BHK Apartment in Bannerghatta Road, Bangalore","2 BHK Apartment
₹52.81 - 65.18 L
3 BHK Apartment
₹75.77 L - 1.04 Cr","Nearby :
BVM Global School
AMC Engineering College
+3"
"Bhartiya City Nikoo Homes 4
NEW BOOKING","2, 3, 4 BHK Apartment in Chokkanahalli, Near Thanisandra, Bangalore","2 BHK Apartment
₹1.04 - 1.91 Cr
3 BHK Apartment
₹1.54 - 2.98 Cr
4 BHK Apartment
₹2.29 - 3.48 Cr","Nearby :
Chaman Bhartiya School
Bhartiya Mall of Bengaluru
+3"
"Kolte Patil Lakeside 24
NEW BOOKING","2, 3, 4 BHK Apartment in Hennur Road, Bangalore","2 BHK Apartment
₹1.01 - 1.15 Cr
3 BHK Apartment
₹1.3 - 1.35 Cr
4 BHK Apartment
₹2.03 Cr","Nearby :
Chaman Bhartiya School
Kannuru Highway
+3"
"Arvind Orchards Plots
NEW BOOKING","Land in Devanahalli, Bangalore","Land
₹96 L - 4.06 Cr","Nearby :
MVM School
Akash Hospital
+3"
"Prestige White Meadows
4.2
NEW BOOKING","4, 5 BHK Apartment in Whitefield, Bangalore","4 BHK Apartment
₹6.99 - 13.35 Cr
5 BHK Apartment
₹19.27 Cr","Nearby :
The Bangalore School
Amrik Hospital
+3"
"MJR North Park
NEW BOOKING","2, 3 BHK Apartment in Bagalur, Bangalore","2 BHK Apartment
₹1 - 1.02 Cr
3 BHK Apartment
₹1.44 - 1.54 Cr","Nearby :
SH 104
Vikrant Hospital
+3"
"Goyal Orchid Platinum
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹1.87 - 1.93 Cr
3 BHK Apartment
₹2.36 - 2.84 Cr
4 BHK Apartment
₹3.28 Cr","Nearby :
Manipal Hospital
Whitefield (Kadugodi) Metro Station
+3"
"Sobha Royal Pavilion
4.3
NEW BOOKING","2, 3, 4 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹2.08 - 2.41 Cr
3 BHK Apartment
₹2.63 - 4.03 Cr
4 BHK Apartment
₹3.93 - 4.02 Cr","Nearby :
CMR Gandhi Public School
Karmelaram Railway
+3"
"Century Regalia
NEW BOOKING","2, 3, 4, 5 BHK Apartment in Indiranagar, Bangalore East","2 BHK Apartment
₹3.44 - 3.67 Cr
3 BHK Apartment
₹4 - 4.42 Cr
4 BHK Apartment
₹4.75 - 9.2 Cr
5 BHK Apartment
₹9.09 Cr","Nearby :
Karnataka Golf Association
Hotel Royal Orchid
+3"
"Purva Silversky
NEW BOOKING","3, 4, 5 BHK Apartment in Electronic City, Bangalore","3 BHK Apartment
₹2.37 - 2.89 Cr
4 BHK Apartment
₹3.53 - 5.21 Cr
5 BHK Apartment
₹6.1 - 6.66 Cr","Nearby :
National Highway 44
St. Francis de Sales Public School
+3"
"Barca At Godrej MSR City
NEW BOOKING","2, 3 BHK Apartment in Devanahalli, Bangalore","2 BHK Apartment
₹1.6 - 1.99 Cr
3 BHK Apartment
₹1.81 - 2.53 Cr","Nearby :
Dodjala H Railway Station
Bellary Road
+3"
"L&T Olivia
NEW BOOKING","2, 3, 4 BHK Apartment in Hebbal, Bangalore","2 BHK Apartment
₹2.54 - 3.12 Cr
3 BHK Apartment
₹2.37 - 4.19 Cr
4 BHK Apartment
₹4.38 - 4.84 Cr","Nearby :
NH 44
Masthi Arcade
+3"
"Modern Spaaces Engrace Vista
NEW BOOKING","3 BHK Apartment in Sarjapur Road, Bangalore","3 BHK Apartment
₹1.8 - 1.87 Cr","Nearby :
Forum Mall
Wipro SEZ
+3"
"Elegant Hermitage
NEW BOOKING","2, 3, 4 BHK Apartment in Rajarajeshwari Nagar, Bangalore","2 BHK Apartment
₹1.19 - 1.43 Cr
3 BHK Apartment
₹1.58 - 1.89 Cr
4 BHK Apartment
₹2.38 - 2.61 Cr","Nearby :
Presidency School Banashankari
Sagar Hospitals Kumaraswamy Layout
+3"
"Ivy County
NEW BOOKING","Land in Sarjapur Road, Bangalore","Land
₹1.57 - 2.52 Cr","Nearby :
National Public School
Satya SaiHospital
+3"
"Sattva Signet
NEW BOOKING","1, 2, 3 BHK Apartment in Sarjapur Road, Bangalore","1 BHK Apartment
₹1.28 Cr
2 BHK Apartment
₹1.92 Cr
3 BHK Apartment
₹2.44 Cr","Nearby :
Market Square Mall Sarjapur Road
ORCHIDS The International School
+3"
"GRC Sapphire Spring
NEW BOOKING","2, 3 BHK Apartment in Gottigere, Bannerghatta Road","2 BHK Apartment
₹1.11 - 1.3 Cr
3 BHK Apartment
₹1.33 - 1.54 Cr","Nearby :
Radcliffe School
Vijayashree Hospitals
+3"
"Vaswani Exquisite
3.7
NEW BOOKING","3, 4 BHK Apartment in Hoodi, Bangalore","3 BHK Apartment
₹3 - 3.85 Cr
4 BHK Apartment
₹4.28 - 4.29 Cr","Nearby :
Whitefield
Hoodi Halt
+3"
"Prestige Park Grove
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹1.6 - 1.75 Cr
3 BHK Apartment
₹2.12 - 3.35 Cr
4 BHK Apartment
₹3.55 - 5.78 Cr","Nearby :
Crescendo International Preschool
Bearys Global Research Triangle
+3"
